Name,Ratings(Reliability),Durability,Power,Control,Feel,Comfort,Spin,Tension Stability,Overall,Performance-Price Ratio
Tyger Zeo 1.34,1,14,14,28,28,28,14,28,22,
Wilson Reaction 17,1,42,28,28,42,42,42,28,24,3.32
Yonex Aeron Super 850 Pro 1.32,1,14,14,42,42,42,14,42,20,
racketservice.de Poly Super Spezial 1.10,1,42,28,14,42,42,14,42,8,
Maillot Savarez HT Elit'Pro 1.40,1,28,14,42,28,28,14,42,16,
Pro's Pro Color Line 1.35,1,42,42,14,14,14,42,42,6,
Jadee Poly Forte 17,1,14,14,42,42,42,14,42,2,
Outfitter Xenon Poly 1.25,1,1,14,14,42,42,14,42,6,
Gosen Biogut Tec Bio 16,1,42,14,14,28,14,42,14,12,2.43
Babolat Razor Hi-Life 15,1,42,14,14,28,14,28,42,14,
Signum Pro Synthetic Gut SF 1.35,1,42,42,14,14,42,14,42,6,
Pacific Power Craft 18,1,42,42,28,42,42,42,14,26,
Bow Brand Tournament 16L,1,14,28,28,14,28,28,28,24,
racketservice.de Syn Gut DT UAR 1.25,1,14,14,28,28,14,14,28,20,
Völkl PCS Catapult-Power/Energy-Pure 16L/16L,1,42,14,28,14,28,14,14,16,
Target Concept 3 Extra Duty 1.38,1,28,14,42,14,14,14,28,8,
Astis Ultra Speed Aire Carbon Duracon 16,1,1,14,42,14,28,42,42,8,
Toalson Synthetic 130 Spin 16,1,1,42,14,14,28,14,42,16,
Kirschbaum Basic Nylon 1.35,1,42,42,14,42,42,14,42,4,
Gosen Super Tec Gut Plus 16,1,1,14,14,14,28,42,1,10,
RAJ Synthetic Gut DT 1.35,1,1,14,42,42,14,42,42,4,
Pro Supex Synthetic Gut 1.25,1,42,42,14,14,42,42,14,18,
MRS Tour Polyester 1.33,1,42,28,42,42,14,28,14,14,
Pro's Pro Pro Hybrid 1.30,1,42,14,42,14,42,14,28,10,
Comido Poly Power 1.20,1,28,42,42,14,1,42,14,8,
Target Polypower 1.30,1,14,28,14,14,14,42,14,10,
Signum Pro Dura Touch SF 1.38,1,14,42,14,28,14,42,42,10,1.56
Signum Pro Poly Power 1.15,1,14,14,42,14,42,14,42,8,
Völkl Power XL 15L,1,28,42,14,42,42,14,28,12,
Gosen OG-Sheep Micro Super Aermet 16,1,14,28,14,28,28,14,28,18,
Pro Supex Big-Boom 1.30,1,42,42,42,42,14,14,14,14,
Pro Supex Nylon Kevlar Spiral 15L,1,14,42,28,14,28,42,42,8,
Pacific Futura TXT 16,1,14,28,28,28,28,42,14,20,3.62
racketservice.de Super Durance Hyper 1.30,1,1,14,42,28,42,14,14,8,
DW Polytop Titane 1.25,1,1,28,42,28,14,28,28,24,
racketservice.de Cellular 1.30,1,1,14,28,28,14,14,28,2,
racketservice.de King Gut 1.33,1,1,28,28,42,42,14,14,24,
Peters T200 Energy 1.30,1,42,42,14,14,42,14,42,6,
Pro's Pro Soft Poly 1.30,1,14,14,14,42,42,42,1,6,
RAJ Poly-Top 1.25,1,28,42,28,28,28,14,28,6,
Pro's Pro Poly Nova 1.30,1,14,42,42,42,14,28,14,10,
RAJ Poly Top Mega Force 1.29,1,28,14,28,14,14,14,42,12,
Pro's Pro Poly Nova 1.35,1,14,42,14,42,42,42,14,6,
Völkl Energy-Pure 1.28,1,14,42,28,28,14,42,42,18,2.89
Tyger PolyTec 1.30,1,14,42,28,42,42,42,14,10,
Laserfibre Kryptonite 1.18,1,28,28,42,42,42,42,28,36,3.52
Signum Pro Titanium 2000 1.35,1,28,14,42,14,28,14,14,8,
Signum Pro Super Spin 1.30,1,14,14,14,14,42,42,42,4,
Kneissl Reach Synthetic Gut 16,1,28,14,14,28,42,14,14,22,
Toalson Cyber Nylon Tour 135 L.E.O.+ 1.35,1,14,28,28,14,14,14,28,20,
MSV Elastic Poly 1.25,1,14,14,14,42,42,1,14,4,
Deluxe Big Boom Control 1.23,1,14,14,42,14,14,14,28,12,
TM Professional 17,1,14,28,14,14,14,14,14,16,
TM Heavy Duty 18,1,42,28,14,14,14,42,14,10,
Tecnifibre 625 TGV 16,1,42,28,28,42,28,28,14,20,
Epsilon Micron 17,1,42,42,14,14,14,14,42,8,
Epsilon Rainbow 15,1,14,42,42,14,42,14,42,2,
Forten Dynamix 16,1,14,42,14,14,28,42,42,10,
Forten Fiber Tech 16,1,14,42,42,42,14,42,14,2,
Gamma Synthetic Gut 15L,1,14,42,42,42,42,42,14,42,0.00
Epsilon Kevlon 1 18,1,28,28,14,14,42,28,14,18,
Epsilon Natural 15,1,14,14,14,42,14,14,14,4,
Forten Dyna Flex 16,1,14,42,14,42,14,14,14,2,
Klip Challenger SG 16,1,42,42,42,42,42,42,42,42,
Epsilon Power Ace 15,1,28,14,42,14,14,14,14,6,
Forten Tiegut 16,1,14,42,14,28,42,14,42,12,
Topspin Synthetic Gut Extra Durability 16,1,42,42,14,14,14,14,14,10,
Forten Poly Flex 16L,1,42,14,14,14,14,14,14,12,
Forten Poly Blast 17,1,14,28,14,14,14,42,42,12,
Wilson Stamina Spin 15L,1,14,42,42,14,42,14,42,2,-0.50
Epsilon Kev-Spin 15,1,42,14,42,14,14,14,28,10,
Toalson Synthetic 63 15,1,42,14,14,42,42,14,42,6,
Klip Tournament XL 17,1,14,14,14,42,42,42,28,10,
Klip Reactor 15,1,14,14,42,14,42,14,14,2,
Pro Kennex Performer 15,1,42,42,14,42,42,14,28,8,
Epsilon Topspin 15,1,14,14,42,42,42,14,14,4,
Babolat VX 1.40,1,42,28,28,14,14,14,42,26,
Signum Pro Fiber High Tec EXP 1.35,1,1,42,42,28,42,42,42,22,3.10
Gosen Tecgut Power 16,1,42,28,28,14,42,14,14,20,3.62
Penta Multi Fibre Pro 1.30,1,14,28,28,28,14,14,42,14,
Tyger Ytech 1.44,1,1,14,42,42,14,14,1,2,
Klip Scorcher 16,1,28,14,28,14,42,14,28,18,2.60
Comido Kevlar Hexagon 1.30,1,42,42,28,42,42,42,42,16,
Babolat VX 1.35,1,14,14,28,42,42,14,42,28,
Pacific Space Power TX 16L,1,14,14,28,28,28,28,28,20,
Gosen Biogut Multi Oil EX 16,1,14,14,28,28,42,28,14,20,4.83
Xtennis Big Booster II 16L,1,42,42,28,28,42,42,42,32,
Xtennis Gold Metal 16,1,14,14,42,28,28,14,28,24,
Forten Kevlar 16L,1,42,42,42,28,14,42,42,24,
Tecnifibre TRH Control 1.30/1.27,1,42,14,14,14,42,42,14,8,
Isospeed Thomas Muster 1.20,1,42,14,28,14,42,42,42,8,
Bow Brand Spot On 17/16L,1,28,28,14,14,28,14,14,20,
Deluxe Big Boom Soft 1.30,1,14,28,28,14,42,42,28,22,
Wilson Sensation Ice 15L,1,42,42,14,14,42,14,28,16,-3.29
Head Competition 16L,1,14,42,14,14,14,28,28,12,
Centercourt Monopower 1.30,1,14,42,14,28,14,42,28,10,
Head Rip Blend 1.24/1.20,1,42,14,14,28,42,14,42,12,-1.62
Babolat Syntronic Brio 15L,1,14,14,42,42,42,42,14,2,0.20
Peters T300 Energy Fibre 1.20,1,28,28,42,42,14,14,14,6,
MSV Poly Fiber Titanium 1.25,1,42,14,42,42,42,14,14,2,
Target Highspeed Twinflex 1.33,1,42,14,28,28,14,14,14,16,
Polystar Titan 17,1,28,14,28,14,42,28,28,20,
Tyger Ultra Titanium 18,1,42,28,14,14,14,14,42,4,
Klipspringer Premier Natural Gut 1.35,1,42,14,28,28,42,14,28,28,
Toalson Cyber Nylon 127 TT 16L,1,14,14,14,28,28,42,14,16,
Outfitter Xenon Poly 1.30,1,28,42,14,42,14,14,14,8,
Pro's Pro Kingut 1.33,1,14,14,28,14,28,28,14,20,
Klipper Graphite 16,1,14,42,14,42,42,14,42,12,
Pacific Poly Soft 15L,1,42,14,14,14,42,42,42,6,-1.50
RAJ Poly Top Plasma 1.28,1,28,28,28,14,14,14,28,22,
racketservice.de Poly High Tec Fibre 1.30,1,14,14,28,42,42,14,42,10,
Pro's Pro Poly Flex 1.30,1,14,42,14,14,14,42,42,42,
MSV Poly Better Spin 1.33,1,42,14,14,14,42,42,14,14,
Silent Partner Ultimatum 17,1,14,14,14,14,28,14,42,10,-2.80
Pacific Power Blend 16/16,1,1,14,42,14,14,42,1,6,
Signum Pro Fiber Force 16,1,42,14,14,14,28,14,28,42,
Prince Wrapsure 17,1,14,14,14,28,28,14,1,12,2.12
Peters T300 Energy Fibre 1.15,1,28,14,28,42,28,28,14,14,
Tennis-Service Polyfiber Carbon 1.15,1,14,14,28,28,42,42,28,18,
Kirschbaum Long Life Spiky 1.30,1,42,42,14,1,14,28,14,12,
Pacific Hyper Twist 16L,1,42,42,14,14,42,42,14,2,
Bow Brand Performance Plus 16/15L,1,42,14,14,28,14,42,28,20,
Gamma TNT 15L,1,14,14,14,14,14,42,28,10,1.56
Target Topspin Graphite 1.42,1,28,14,14,14,28,28,28,22,
Blue Star Focus 1.30,1,14,14,42,28,42,28,28,28,3.64
Tennis Tech Titanium 1.30,1,14,42,14,28,14,28,14,22,
Tenserv Poly Flex 16,1,14,28,28,28,28,28,28,26,
Atlanta Poly X 16L,1,14,14,14,42,42,42,14,8,
Pro's Pro Poly Flex 1.23,1,28,14,42,42,42,28,42,2,
Tenserv Multineon 16,1,42,42,14,14,14,42,42,6,
RAJ Synthetic Gut Classic 1.30,1,42,28,14,14,42,42,42,8,
Völkl PCS Over-Drive/Energy-Pure 16/16L,1,28,28,42,42,28,14,14,28,
Pacific Premium Power 16L,1,14,28,28,28,14,14,14,12,1.21
Tenserv Tournament Nylon 15L,1,28,28,28,14,42,28,28,22,
Laserfibre SuperNatural Phenom XRC 17,1,14,14,14,28,28,28,28,18,1.86
Toalson Ultimate 17 17,1,14,14,28,28,28,14,14,16,
Comido Poly Titanium 1.25,1,14,14,28,14,14,14,42,10,
Gamma TNT Pro Spin 16,1,42,14,42,42,14,42,14,26,2.85
Blue Star Stargut 17,1,28,14,1,28,28,42,28,18,2.17
Pacific Power Line 1 16,1,14,28,42,14,14,28,14,12,
Pacific Power Star 2 16,1,14,14,42,14,28,14,28,8,
RAJ Genius Speed 1.32,1,42,42,14,42,14,42,42,42,
Prince Quadratech 17,1,42,42,42,14,14,42,14,6,
Pro's Pro Performance Tour 1.30,1,14,14,14,14,1,1,1,4,
Target Topspin Graphite 1.35,1,42,14,42,42,1,1,1,20,
Völkl Energy-Pure 1.23,1,42,14,14,14,1,1,1,6,1.00
Peters T300 Energy Fibre 1.10,1,14,28,28,42,1,1,1,16,
Prince Power Glide 17,1,42,14,14,28,1,1,1,2,0.33
Gosen Arammix Blend 16,1,42,14,28,14,1,1,1,14,2.08
Tenserv Poly-Spezial 16L,1,28,14,14,42,1,1,1,42,
racketservice.de Gut 2000 1.35,1,42,42,14,14,42,42,42,4,
Pacific Power Craft 17,1,28,42,42,28,1,1,1,20,
Klipper Titanium Elite 17,1,14,14,14,14,1,1,1,8,1.83
Gosen Arammix Blend 18,1,28,14,14,14,1,1,1,2,-0.31
MSV Polyester Special 1.20,1,42,14,14,14,1,28,14,12,
Toalson Silencer 17,1,14,28,28,28,1,1,1,10,2.80
Pacific Tour Gut 16,1,14,28,42,42,1,1,1,18,1.00
Tenserv Poly Comfort 15L,1,28,14,28,28,1,1,1,2,
Peters T520 Break Even 1.25,1,42,42,14,14,14,42,42,2,
Wilson PolyLast 17,1,42,28,14,14,1,1,1,8,-2.75
Völkl Power-Fiber 1.32,1,14,42,14,28,14,1,1,6,0.64
Wilson Sensation Ti 17,1,28,14,28,28,1,1,1,2,0.30
Kirschbaum Super Smash Spiky 1.35,1,14,14,28,14,1,1,1,6,1.29
Wilson Adrenaline 15L,1,14,42,28,42,1,1,1,14,2.86
Elite Gutech Plus 1.35,1,28,14,28,28,1,1,1,6,
Toalson Silencer 16,1,42,42,42,14,1,1,1,4,1.20
Tecnifibre TR 3 1.30,1,42,28,42,28,1,1,1,14,
RAJ Poly-Topspin Plus 1.28,1,42,42,42,14,42,42,42,14,
Pacific Spin Blend 16,1,42,28,42,14,1,1,1,12,
Astis Synthetic Gut Duracon Titanium 1.22,1,28,28,14,28,1,1,1,6,
Enduro Mono 1.23,1,42,42,14,14,14,1,1,2,
Forten Spin Gear 15/16,1,14,42,42,28,1,28,1,12,2.43
Peters T300 Energy Fibre 1.30,1,28,14,42,42,1,1,1,6,
Tennis Tech Tennis Power 1.25,1,42,42,28,28,1,1,1,14,
Babolat Super Fine Play Rough 16,1,14,14,28,28,1,1,1,12,4.25
Laserfibre Supernatural Pro Stock 16,1,42,14,42,42,1,1,14,16,1.15
Tennis Tech Pro-Nylon 1.35,1,42,28,42,42,1,1,1,16,
Klipper Synthetic Gut Ultra-Fibre 18,1,14,14,42,42,1,1,1,8,2.97
Pacific Gear Blend 16,1,42,28,42,14,1,1,1,6,
Mascot Kevlar Mate Micro 17,1,28,28,28,28,1,28,1,20,
Tennis Tech Gutech Plus 1.30,1,42,14,28,42,14,1,1,10,
Babolat Titanium Spin 16,1,14,28,14,14,1,14,1,12,
Laserfibre Supernatural Gut 16,1,14,28,28,28,1,1,14,12,1.00
Bow Brand Ballistic 15L,1,28,42,14,14,1,1,1,42,
Elite Premier Gut 1.30,1,42,42,14,28,42,42,14,16,
Babolat VS Fibergut ATP Tour Pro 1.30,1,14,28,28,28,1,1,1,10,1.17
racketservice.de Titanium 1.35,1,14,14,14,14,1,1,1,4,
Alpha Flexel 16,1,42,28,14,42,1,1,1,12,
MSV Poly Ident 1.20,1,14,28,14,28,1,1,1,8,
KS Natural Touch 1.27,1,14,28,42,28,1,1,14,18,
Vollmer Boris Becker Super String 1.40,1,42,14,14,14,1,1,1,2,
Völkl Quantum Energy 1.30,1,14,42,14,14,1,1,1,8,
Prince Synthetic Gut Soft 16,1,14,42,28,14,1,14,1,10,3.50
Fischer Tempo 1.30,1,42,28,28,28,1,1,1,6,
Peters T6000 Tournament Nylon 1.35,1,42,14,42,14,42,42,14,6,
Peters T320 Synthetic 1.35,1,14,14,14,14,42,42,42,8,
Elite Synthetic Gut DT 1.25,1,14,14,42,42,42,42,42,42,
Fuchs Super Durance 1.30,1,14,14,28,42,1,1,14,16,
Babolat VS Control 15L,1,42,28,28,28,1,1,1,12,0.50
Blue Star Laser 16,1,14,14,28,28,1,1,1,12,1.70
Bow Brand Reserve 16,1,14,28,42,14,1,1,1,8,
M-Tech Duraspin 1.38,1,14,42,42,42,1,1,1,2,
Elite Cellular 1.30,1,42,28,14,28,1,1,1,10,
RAJ Poly-Top 1.30,1,14,28,28,14,1,1,1,12,
Signum Pro Powertex 1.33,1,42,28,28,14,1,1,1,10,
Peters T500 Explosion 1.42,1,28,14,28,28,1,1,1,14,
Signum Pro Top Spin SF 1.38,1,42,14,28,28,1,1,1,10,
Atlanta Titanium Tec 1.30,1,14,42,14,14,1,1,1,6,
Tecnifibre TR Pro SPL 1.24,1,28,14,28,42,1,1,1,16,2.09
Laserfibre Poly-Ti 16L,1,28,28,14,28,1,1,1,14,
Wilson Sensation Ti 16,1,42,28,28,42,1,1,1,20,2.90
Babolat Powerspeed 15L,1,42,14,42,14,1,1,1,6,
Völkl Speed 1.30,1,14,14,14,28,1,1,1,6,
Ashaway Composite XL Pro 15,1,14,14,14,28,1,1,1,6,0.90
Winn Tournament Nylon 15L,1,14,42,42,14,1,1,1,42,0.00
Prince Control Freak 17,1,28,14,28,42,1,1,1,16,2.56
Klipper Synthetic Gut 16,1,14,14,28,42,1,1,1,14,5.71
Head Nylon Pro 15L,1,14,14,14,14,1,1,1,4,
Antelop YE-2750 15,1,14,14,28,14,1,14,1,4,
Tyger Premium Gut 1.34,1,42,28,28,28,1,1,1,18,
Gosen Hy Sheep Z Micro 16,1,14,14,14,14,1,1,1,4,1.20
Target Polypower Ultra 1.25,1,42,42,42,42,1,1,1,42,
Fischer Tournament Pro 1.30,1,14,28,42,42,1,1,1,18,
Pro's Pro Graphite 1.30,1,42,14,14,14,1,1,1,6,
Babolat DF Rough 16,1,28,14,14,14,1,14,1,42,
Babolat VF Titanium II 16,1,42,28,14,42,1,1,1,12,
Babolat Strong Play 1.30,1,28,28,28,28,1,1,1,42,0.00
Target Polypower 1.25,1,28,28,14,14,1,1,1,4,
Gosen Vibless 16,1,14,42,42,42,1,1,1,16,2.88
Babolat VF Titanium 16,1,42,14,42,42,1,28,1,18,3.71
Atlanta Skyline 1.30,1,28,28,28,28,28,1,1,20,
Toalson Ichiban 17,1,42,28,28,28,1,14,1,14,5.00
Wilson HammerLast 16/17,1,42,42,42,42,1,1,1,42,0.00
Deluxe Gut Max #1 1.30,1,28,14,14,14,1,1,1,10,
Gamma Infinity 18/17,1,28,14,14,42,1,1,1,8,1.22
